"MAPPING — MASTER DATA (Model, Brand, Size, HS Code da co san)",,,,,,,,,
"  Day la MASTER DATA chinh: VBA doc Size/HS Code/Ma noi bo TRUC TIEP tu day theo key MODEL+BRAND.
  Neu mot Model+Brand MOI chua co trong danh sach, VBA se TU TINH du phong va canh bao ban bo sung.
  CHI THEM DONG MOI khi co Model+Brand thuc su chua ton tai (khong sua Size/HS Code cua dong co san tru khi chac chan).",,,,,,,,,
#,MODEL,BRAND,DESCRIPTION (English),INTERNAL CODE,SIZE (CM),HS CODE,TEN HANG (VN),SO LO,PCS/CTN
754,RECMF-81000,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81000,CR.BR.100.YAMA,254,401039,YAMATACHI r?ng B100,,40
755,RECMF-81010,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81010,CR.BR.101.YAMA,256.5,401039,YAMATACHI r?ng B101,,40
756,RECMF-81020,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81020,CR.BR.102.YAMA,259.1,401039,YAMATACHI r?ng B102,,40
757,RECMF-81030,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81030,CR.BR.103.YAMA,261.6,401039,YAMATACHI r?ng B103,,40
758,RECMF-81040,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81040,CR.BR.104.YAMA,264.2,401039,YAMATACHI r?ng B104,,40
759,RECMF-81050,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81050,CR.BR.105.YAMA,266.7,401039,YAMATACHI r?ng B105,,30
760,RECMF-81060,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81060,CR.BR.106.YAMA,269.2,401039,YAMATACHI r?ng B106,,30
761,RECMF-81070,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81070,CR.BR.107.YAMA,271.8,401039,YAMATACHI r?ng B107,,30
762,RECMF-81080,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81080,CR.BR.108.YAMA,274.3,401039,YAMATACHI r?ng B108,,30
763,RECMF-81090,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81090,CR.BR.109.YAMA,276.9,401039,YAMATACHI r?ng B109,,30
764,RECMF-81100,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81100,CR.BR.110.YAMA,279.4,401039,YAMATACHI r?ng B110,,30
765,RECMF-81110,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81110,CR.BR.111.YAMA,281.9,401039,YAMATACHI r?ng B111,,30
766,RECMF-81120,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81120,CR.BR.112.YAMA,284.5,401039,YAMATACHI r?ng B112,,30
767,RECMF-81130,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81130,CR.BR.113.YAMA,287,401039,YAMATACHI r?ng B113,,30
768,RECMF-81140,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81140,CR.BR.114.YAMA,289.6,401039,YAMATACHI r?ng B114,,30
769,RECMF-81150,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81150,CR.BR.115.YAMA,292.1,401039,YAMATACHI r?ng B115,,30
770,RECMF-81160,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81160,CR.BR.116.YAMA,294.6,401039,YAMATACHI r?ng B116,,30
771,RECMF-81170,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81170,CR.BR.117.YAMA,297.2,401039,YAMATACHI r?ng B117,,30
772,RECMF-81180,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81180,CR.BR.118.YAMA,299.7,401039,YAMATACHI r?ng B118,,30
773,RECMF-81190,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81190,CR.BR.119.YAMA,302.3,401039,YAMATACHI r?ng B119,,30
774,RECMF-81200,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81200,CR.BR.120.YAMA,304.8,401039,YAMATACHI r?ng B120,,30
775,RECMF-81210,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81210,CR.BR.121.YAMA,307.3,401039,YAMATACHI r?ng B121,,30
776,RECMF-81220,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81220,CR.BR.122.YAMA,309.9,401039,YAMATACHI r?ng B122,,30
777,RECMF-81230,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81230,CR.BR.123.YAMA,312.4,401039,YAMATACHI r?ng B123,,30
778,RECMF-81240,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81240,CR.BR.124.YAMA,315,401039,YAMATACHI r?ng B124,,30
779,RECMF-81250,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81250,CR.BR.125.YAMA,317.5,401039,YAMATACHI r?ng B125,,30
780,RECMF-81260,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81260,CR.BR.126.YAMA,320,401039,YAMATACHI r?ng B126,,30
781,RECMF-81270,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81270,CR.BR.127.YAMA,322.6,401039,YAMATACHI r?ng B127,,30
782,RECMF-81280,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81280,CR.BR.128.YAMA,325.1,401039,YAMATACHI r?ng B128,,30
783,RECMF-81290,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81290,CR.BR.129.YAMA,327.7,401039,YAMATACHI r?ng B129,,30
784,RECMF-81300,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81300,CR.BR.130.YAMA,330.2,401039,YAMATACHI r?ng B130,,30
785,RECMF-81310,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81310,CR.BR.131.YAMA,332.7,401039,YAMATACHI r?ng B131,,25
786,RECMF-81320,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81320,CR.BR.132.YAMA,335.3,401039,YAMATACHI r?ng B132,,25
787,RECMF-81330,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81330,CR.BR.133.YAMA,337.8,401039,YAMATACHI r?ng B133,,25
788,RECMF-81340,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81340,CR.BR.134.YAMA,340.4,401039,YAMATACHI r?ng B134,,25
789,RECMF-81350,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81350,CR.BR.135.YAMA,342.9,401039,YAMATACHI r?ng B135,,25
790,RECMF-81360,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81360,CR.BR.136.YAMA,345.4,401039,YAMATACHI r?ng B136,,25
791,RECMF-81370,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81370,CR.BR.137.YAMA,348,401039,YAMATACHI r?ng B137,,25
792,RECMF-81380,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81380,CR.BR.138.YAMA,350.5,401039,YAMATACHI r?ng B138,,25
793,RECMF-81390,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81390,CR.BR.139.YAMA,353.1,401039,YAMATACHI r?ng B139,,25
794,RECMF-81400,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81400,CR.BR.140.YAMA,355.6,401039,YAMATACHI r?ng B140,,25
795,RECMF-81410,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81410,CR.BR.141.YAMA,358.1,401039,YAMATACHI r?ng B141,,25
796,RECMF-81420,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81420,CR.BR.142.YAMA,360.7,401039,YAMATACHI r?ng B142,,25
797,RECMF-81430,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81430,CR.BR.143.YAMA,363.2,401039,YAMATACHI r?ng B143,,25
798,RECMF-81440,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81440,CR.BR.144.YAMA,365.8,401039,YAMATACHI r?ng B144,,25
799,RECMF-81450,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81450,CR.BR.145.YAMA,368.3,401039,YAMATACHI r?ng B145,,25
800,RECMF-81460,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81460,CR.BR.146.YAMA,370.8,401039,YAMATACHI r?ng B146,,25
801,RECMF-81470,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81470,CR.BR.147.YAMA,373.4,401039,YAMATACHI r?ng B147,,25
802,RECMF-81480,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81480,CR.BR.148.YAMA,375.9,401039,YAMATACHI r?ng B148,,25
803,RECMF-81490,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81490,CR.BR.149.YAMA,378.5,401039,YAMATACHI r?ng B149,,25
804,RECMF-81500,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81500,CR.BR.150.YAMA,381,401039,YAMATACHI r?ng B150,,20
805,RECMF-81510,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81510,CR.BR.151.YAMA,383.5,401039,YAMATACHI r?ng B151,,20
806,RECMF-81520,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81520,CR.BR.152.YAMA,386.1,401039,YAMATACHI r?ng B152,,20
807,RECMF-81530,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81530,CR.BR.153.YAMA,388.6,401039,YAMATACHI r?ng B153,,20
808,RECMF-81540,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81540,CR.BR.154.YAMA,391.2,401039,YAMATACHI r?ng B154,,20
809,RECMF-81550,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81550,CR.BR.155.YAMA,393.7,401039,YAMATACHI r?ng B155,,20
810,RECMF-81560,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81560,CR.BR.156.YAMA,396.2,401039,YAMATACHI r?ng B156,,20
811,RECMF-81570,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81570,CR.BR.157.YAMA,398.8,401039,YAMATACHI r?ng B157,,20
812,RECMF-81580,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81580,CR.BR.158.YAMA,401.3,401039,YAMATACHI r?ng B158,,20
813,RECMF-81590,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81590,CR.BR.159.YAMA,403.9,401039,YAMATACHI r?ng B159,,20
814,RECMF-81600,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-81600,CR.BR.160.YAMA,406.4,401039,YAMATACHI r?ng B160,,20
815,RECMF-8250,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8250,CR.BR.025.YAMA,63.5,401032,YAMATACHI r?ng B25,,120
816,RECMF-8260,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8260,CR.BR.026.YAMA,66,401032,YAMATACHI r?ng B26,,120
817,RECMF-8270,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8270,CR.BR.027.YAMA,68.6,401032,YAMATACHI r?ng B27,,120
818,RECMF-8280,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8280,CR.BR.028.YAMA,71.1,401032,YAMATACHI r?ng B28,,120
819,RECMF-8290,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8290,CR.BR.029.YAMA,73.7,401032,YAMATACHI r?ng B29,,120
820,RECMF-8300,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8300,CR.BR.030.YAMA,76.2,401032,YAMATACHI r?ng B30,,100
821,RECMF-8310,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8310,CR.BR.031.YAMA,78.7,401032,YAMATACHI r?ng B31,,100
822,RECMF-8320,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8320,CR.BR.032.YAMA,81.3,401032,YAMATACHI r?ng B32,,100
823,RECMF-8330,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8330,CR.BR.033.YAMA,83.8,401032,YAMATACHI r?ng B33,,100
824,RECMF-8340,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8340,CR.BR.034.YAMA,86.4,401032,YAMATACHI r?ng B34,,100
825,RECMF-8350,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8350,CR.BR.035.YAMA,88.9,401032,YAMATACHI r?ng B35,,100
826,RECMF-8360,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8360,CR.BR.036.YAMA,91.4,401032,YAMATACHI r?ng B36,,80
827,RECMF-8370,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8370,CR.BR.037.YAMA,94,401032,YAMATACHI r?ng B37,,80
828,RECMF-8380,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8380,CR.BR.038.YAMA,96.5,401032,YAMATACHI r?ng B38,,80
829,RECMF-8390,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8390,CR.BR.039.YAMA,99.1,401032,YAMATACHI r?ng B39,,80
830,RECMF-8400,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8400,CR.BR.040.YAMA,101.6,401032,YAMATACHI r?ng B40,,80
831,RECMF-8410,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8410,CR.BR.041.YAMA,104.1,401032,YAMATACHI r?ng B41,,80
832,RECMF-8420,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8420,CR.BR.042.YAMA,106.7,401032,YAMATACHI r?ng B42,,80
833,RECMF-8430,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8430,CR.BR.043.YAMA,109.2,401032,YAMATACHI r?ng B43,,80
834,RECMF-8440,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8440,CR.BR.044.YAMA,111.8,401032,YAMATACHI r?ng B44,,80
835,RECMF-8450,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8450,CR.BR.045.YAMA,114.3,401032,YAMATACHI r?ng B45,,80
836,RECMF-8460,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8460,CR.BR.046.YAMA,116.8,401032,YAMATACHI r?ng B46,,70
837,RECMF-8470,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8470,CR.BR.047.YAMA,119.4,401032,YAMATACHI r?ng B47,,70
838,RECMF-8480,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8480,CR.BR.048.YAMA,121.9,401032,YAMATACHI r?ng B48,,70
839,RECMF-8490,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8490,CR.BR.049.YAMA,124.5,401032,YAMATACHI r?ng B49,,70
840,RECMF-8500,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8500,CR.BR.050.YAMA,127,401032,YAMATACHI r?ng B50,,70
841,RECMF-8510,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8510,CR.BR.051.YAMA,129.5,401032,YAMATACHI r?ng B51,,65
842,RECMF-8520,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8520,CR.BR.052.YAMA,132.1,401032,YAMATACHI r?ng B52,,65
843,RECMF-8530,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8530,CR.BR.053.YAMA,134.6,401032,YAMATACHI r?ng B53,,65
844,RECMF-8540,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8540,CR.BR.054.YAMA,137.2,401032,YAMATACHI r?ng B54,,65
845,RECMF-8550,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8550,CR.BR.055.YAMA,139.7,401032,YAMATACHI r?ng B55,,65
846,RECMF-8560,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8560,CR.BR.056.YAMA,142.2,401032,YAMATACHI r?ng B56,,60
847,RECMF-8570,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8570,CR.BR.057.YAMA,144.8,401032,YAMATACHI r?ng B57,,60
848,RECMF-8580,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8580,CR.BR.058.YAMA,147.3,401032,YAMATACHI r?ng B58,,60
849,RECMF-8590,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8590,CR.BR.059.YAMA,149.9,401032,YAMATACHI r?ng B59,,60
850,RECMF-8600,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8600,CR.BR.060.YAMA,152.4,401032,YAMATACHI r?ng B60,,55
851,RECMF-8610,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8610,CR.BR.061.YAMA,154.9,401032,YAMATACHI r?ng B61,,55
852,RECMF-8620,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8620,CR.BR.062.YAMA,157.5,401032,YAMATACHI r?ng B62,,55
853,RECMF-8630,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8630,CR.BR.063.YAMA,160,401032,YAMATACHI r?ng B63,,55
854,RECMF-8640,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8640,CR.BR.064.YAMA,162.6,401032,YAMATACHI r?ng B64,,55
855,RECMF-8650,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8650,CR.BR.065.YAMA,165.1,401032,YAMATACHI r?ng B65,,55
856,RECMF-8660,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8660,CR.BR.066.YAMA,167.6,401032,YAMATACHI r?ng B66,,55
857,RECMF-8670,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8670,CR.BR.067.YAMA,170.2,401032,YAMATACHI r?ng B67,,55
858,RECMF-8680,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8680,CR.BR.068.YAMA,172.7,401032,YAMATACHI r?ng B68,,55
859,RECMF-8690,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8690,CR.BR.069.YAMA,175.3,401032,YAMATACHI r?ng B69,,55
860,RECMF-8700,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8700,CR.BR.070.YAMA,177.8,401032,YAMATACHI r?ng B70,,50
861,RECMF-8710,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8710,CR.BR.071.YAMA,180.3,401034,YAMATACHI r?ng B71,,50
862,RECMF-8720,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8720,CR.BR.072.YAMA,182.9,401034,YAMATACHI r?ng B72,,50
863,RECMF-8730,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8730,CR.BR.073.YAMA,185.4,401034,YAMATACHI r?ng B73,,50
864,RECMF-8740,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8740,CR.BR.074.YAMA,188,401034,YAMATACHI r?ng B74,,50
865,RECMF-8750,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8750,CR.BR.075.YAMA,190.5,401034,YAMATACHI r?ng B75,,50
866,RECMF-8760,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8760,CR.BR.076.YAMA,193,401034,YAMATACHI r?ng B76,,50
867,RECMF-8770,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8770,CR.BR.077.YAMA,195.6,401034,YAMATACHI r?ng B77,,50
868,RECMF-8780,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8780,CR.BR.078.YAMA,198.1,401034,YAMATACHI r?ng B78,,50
869,RECMF-8790,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8790,CR.BR.079.YAMA,200.7,401034,YAMATACHI r?ng B79,,50
870,RECMF-8800,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8800,CR.BR.080.YAMA,203.2,401034,YAMATACHI r?ng B80,,45
871,RECMF-8810,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8810,CR.BR.081.YAMA,205.7,401034,YAMATACHI r?ng B81,,45
872,RECMF-8820,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8820,CR.BR.082.YAMA,208.3,401034,YAMATACHI r?ng B82,,45
873,RECMF-8830,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8830,CR.BR.083.YAMA,210.8,401034,YAMATACHI r?ng B83,,45
874,RECMF-8840,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8840,CR.BR.084.YAMA,213.4,401034,YAMATACHI r?ng B84,,45
875,RECMF-8850,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8850,CR.BR.085.YAMA,215.9,401034,YAMATACHI r?ng B85,,45
876,RECMF-8860,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8860,CR.BR.086.YAMA,218.4,401034,YAMATACHI r?ng B86,,45
877,RECMF-8870,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8870,CR.BR.087.YAMA,221,401034,YAMATACHI r?ng B87,,45
878,RECMF-8880,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8880,CR.BR.088.YAMA,223.5,401034,YAMATACHI r?ng B88,,45
879,RECMF-8890,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8890,CR.BR.089.YAMA,226.1,401034,YAMATACHI r?ng B89,,45
880,RECMF-8900,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8900,CR.BR.090.YAMA,228.6,401034,YAMATACHI r?ng B90,,45
881,RECMF-8910,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8910,CR.BR.091.YAMA,231.1,401034,YAMATACHI r?ng B91,,40
882,RECMF-8920,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8920,CR.BR.092.YAMA,233.7,401034,YAMATACHI r?ng B92,,40
883,RECMF-8930,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8930,CR.BR.093.YAMA,236.2,401034,YAMATACHI r?ng B93,,40
884,RECMF-8940,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8940,CR.BR.094.YAMA,238.8,401034,YAMATACHI r?ng B94,,40
885,RECMF-8950,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8950,CR.BR.095.YAMA,241.3,401039,YAMATACHI r?ng B95,,40
886,RECMF-8960,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8960,CR.BR.096.YAMA,243.8,401039,YAMATACHI r?ng B96,,40
887,RECMF-8970,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8970,CR.BR.097.YAMA,246.4,401039,YAMATACHI r?ng B97,,40
888,RECMF-8980,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8980,CR.BR.098.YAMA,248.9,401039,YAMATACHI r?ng B98,,40
889,RECMF-8990,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-8990,CR.BR.099.YAMA,251.5,401039,YAMATACHI r?ng B99,,40
890,RECMF-91000,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91000,CR.CR.100.YAMA,254,401039,YAMATACHI r?ng C100,,25
891,RECMF-91010,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91010,CR.CR.101.YAMA,256.5,401039,YAMATACHI r?ng C101,,25
892,RECMF-91020,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91020,CR.CR.102.YAMA,259.1,401039,YAMATACHI r?ng C102,,25
893,RECMF-91030,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91030,CR.CR.103.YAMA,261.6,401039,YAMATACHI r?ng C103,,25
894,RECMF-91040,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91040,CR.CR.104.YAMA,264.2,401039,YAMATACHI r?ng C104,,25
895,RECMF-91050,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91050,CR.CR.105.YAMA,266.7,401039,YAMATACHI r?ng C105,,20
896,RECMF-91060,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91060,CR.CR.106.YAMA,269.2,401039,YAMATACHI r?ng C106,,20
897,RECMF-91070,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91070,CR.CR.107.YAMA,271.8,401039,YAMATACHI r?ng C107,,20
898,RECMF-91080,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91080,CR.CR.108.YAMA,274.3,401039,YAMATACHI r?ng C108,,20
899,RECMF-91090,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91090,CR.CR.109.YAMA,276.9,401039,YAMATACHI r?ng C109,,20
900,RECMF-91100,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-91100,CR.CR.110.YAMA,279.4,401039,YAMATACHI r?ng C110,,20
901,RECMF-9400,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9400,CR.CR.040.YAMA,101.6,401032,YAMATACHI r?ng C40,,60
902,RECMF-9410,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9410,CR.CR.041.YAMA,104.1,401032,YAMATACHI r?ng C41,,60
903,RECMF-9420,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9420,CR.CR.042.YAMA,106.7,401032,YAMATACHI r?ng C42,,60
904,RECMF-9430,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9430,CR.CR.043.YAMA,109.2,401032,YAMATACHI r?ng C43,,60
905,RECMF-9440,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9440,CR.CR.044.YAMA,111.8,401032,YAMATACHI r?ng C44,,60
906,RECMF-9450,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9450,CR.CR.045.YAMA,114.3,401032,YAMATACHI r?ng C45,,60
907,RECMF-9460,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9460,CR.CR.046.YAMA,116.8,401032,YAMATACHI r?ng C46,,60
908,RECMF-9470,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9470,CR.CR.047.YAMA,119.4,401032,YAMATACHI r?ng C47,,60
909,RECMF-9480,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9480,CR.CR.048.YAMA,121.9,401032,YAMATACHI r?ng C48,,60
910,RECMF-9490,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9490,CR.CR.049.YAMA,124.5,401032,YAMATACHI r?ng C49,,60
911,RECMF-9500,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9500,CR.CR.050.YAMA,127,401032,YAMATACHI r?ng C50,,60
912,RECMF-9510,YAMATACHI,Rubber Belt (V-Ribbed) YAMATACHI RECMF-9510,CR.CR.051.YAMA,129.5,401032,YAMATACHI r?ng C51,,50
